,Topic 8,Topic 9,Topic 11
3547,fierysalamander/7.833310519345105e-05,abridgedarenaarray/1.7559261323185638e-05,abridgedarenaarray/2.797202796500642e-05
3548,northiscoldsouthishot/7.833310519345105e-05,bigbrotherinstinct/1.7559261323185638e-05,bigbrotherinstinct/2.797202796500642e-05
3549,piecesofgod/7.833310519345105e-05,empathicenvironment/1.7559261323185638e-05,empathicenvironment/2.797202796500642e-05
3550,cantarguewithelves/7.833310519345105e-05,draconichumanoid/1.7559261323185638e-05,draconichumanoid/2.797202796500642e-05
3551,gentlemanthief/7.833310519345105e-05,deadlyupgrade/1.7559261323185638e-05,deadlyupgrade/2.797202796500642e-05
3552,thedaythemusiclied/7.833310519345105e-05,mookmedic/1.7559261323185638e-05,mookmedic/2.797202796500642e-05
3553,goddoesnotownthisworld/7.833310519345105e-05,actionmom/1.7559261323185638e-05,actionmom/2.797202796500642e-05
3554,weathercontrolmachine/7.833310519345105e-05,killedoffscreen/1.7559261323185638e-05,killedoffscreen/2.797202796500642e-05
3555,seeksanothersresurrection/7.833310519345105e-05,iknowmaddenkombat/1.7559261323185638e-05,iknowmaddenkombat/2.797202796500642e-05
3556,sheisnotmygirlfriend/7.833310519345105e-05,creepygood/1.7559261323185638e-05,creepygood/2.797202796500642e-05
3557,eyelightsout/7.833310519345105e-05,bellydancer/1.7559261323185638e-05,bellydancer/2.797202796500642e-05
3558,faustianrebellion/7.833310519345105e-05,descendingceiling/1.7559261323185638e-05,descendingceiling/2.797202796500642e-05
3559,lukeyouaremyfather/7.833310519345105e-05,theproblemwithlicensedgames/1.7559261323185638e-05,theproblemwithlicensedgames/2.797202796500642e-05
3560,immortality/7.833310519345105e-05,freezeray/1.7559261323185638e-05,freezeray/2.797202796500642e-05
3561,troubledbutcute/7.833310519345105e-05,urbanwarfare/1.7559261323185638e-05,urbanwarfare/2.797202796500642e-05
3562,bayonetya/7.833310519345105e-05,adatewithrosiepalms/1.7559261323185638e-05,adatewithrosiepalms/2.797202796500642e-05
3563,immunetofire/7.833310519345105e-05,stupidstatementdancemix/1.7559261323185638e-05,stupidstatementdancemix/2.797202796500642e-05
3564,alloftheotherreindeer/7.833310519345105e-05,scarystingingswarm/1.7559261323185638e-05,scarystingingswarm/2.797202796500642e-05
3565,floweryelizabethanenglish/7.833310519345105e-05,historicalinjoke/1.7559261323185638e-05,historicalinjoke/2.797202796500642e-05
3566,slideattack/7.833310519345105e-05,recoilboost/1.7559261323185638e-05,recoilboost/2.797202796500642e-05
3567,fusionfic/7.833310519345105e-05,stringyhairedghostgirl/1.7559261323185638e-05,stringyhairedghostgirl/2.797202796500642e-05
3568,superhero/7.833310519345105e-05,butformeitwastuesday/1.7559261323185638e-05,butformeitwastuesday/2.797202796500642e-05
3569,polyamory/7.833310519345105e-05,animethemesong/1.7559261323185638e-05,animethemesong/2.797202796500642e-05
3570,missedhimbythatmuch/7.833310519345105e-05,theassimilator/1.7559261323185638e-05,theassimilator/2.797202796500642e-05
3571,thealliance/7.833310519345105e-05,ineedafreakingdrink/1.7559261323185638e-05,ineedafreakingdrink/2.797202796500642e-05
3572,mindhive/7.833310519345105e-05,slidingscaleofantivillains/1.7559261323185638e-05,slidingscaleofantivillains/2.797202796500642e-05
3573,backupfromotherworld/7.833310519345105e-05,thegoodking/1.7559261323185638e-05,thegoodking/2.797202796500642e-05
3574,hunterofherownkind/7.833310519345105e-05,numbertwo/1.7559261323185638e-05,numbertwo/2.797202796500642e-05
3575,fertilefeet/7.833310519345105e-05,thejoysoftorturingmooks/1.7559261323185638e-05,thejoysoftorturingmooks/2.797202796500642e-05
3576,snakesaresinister/7.833310519345105e-05,clocktower/1.7559261323185638e-05,clocktower/2.797202796500642e-05
3577,trollingcreator/7.833310519345105e-05,fakeultimatehero/1.7559261323185638e-05,fakeultimatehero/2.797202796500642e-05
3578,mainstreamobscurity/7.833310519345105e-05,crackfic/1.7559261323185638e-05,crackfic/2.797202796500642e-05
3579,towerofbabel/7.833310519345105e-05,thatcameoutwrong/1.7559261323185638e-05,thatcameoutwrong/2.797202796500642e-05
3580,hoverboard/7.833310519345105e-05,stalactitespite/1.7559261323185638e-05,stalactitespite/2.797202796500642e-05
3581,naginatasarefeminine/7.833310519345105e-05,sugarapocalypse/1.7559261323185638e-05,sugarapocalypse/2.797202796500642e-05
3582,cookingduel/7.833310519345105e-05,sugarbowl/1.7559261323185638e-05,sugarbowl/2.797202796500642e-05
3583,incestyayshipping/7.833310519345105e-05,didyoujustflipoffcthulhu/1.7559261323185638e-05,didyoujustflipoffcthulhu/2.797202796500642e-05
3584,skypirate/7.833310519345105e-05,forgotabouthispowers/1.7559261323185638e-05,forgotabouthispowers/2.797202796500642e-05
3585,spoiledbytheformat/7.833310519345105e-05,pivotalboss/1.7559261323185638e-05,pivotalboss/2.797202796500642e-05
3586,shesamaninjapan/7.833310519345105e-05,lockedoutoftheloop/1.7559261323185638e-05,lockedoutoftheloop/2.797202796500642e-05
3587,peoplepuppets/7.833310519345105e-05,threepointlanding/1.7559261323185638e-05,threepointlanding/2.797202796500642e-05
3588,strongastheyneedtobe/7.833310519345105e-05,twodspace/1.7559261323185638e-05,twodspace/2.797202796500642e-05
3589,improbablehairstyle/7.833310519345105e-05,roamingenemy/1.7559261323185638e-05,roamingenemy/2.797202796500642e-05
3590,trainingfromhell/7.833310519345105e-05,trainingfromhell/1.7559261323185638e-05,trainingfromhell/2.797202796500642e-05
3591,bigbeautifulwoman/7.833310519345105e-05,practicalcurrency/1.7559261323185638e-05,practicalcurrency/2.797202796500642e-05
3592,dividedwefall/7.833310519345105e-05,floatinglimbs/1.7559261323185638e-05,floatinglimbs/2.797202796500642e-05
3593,royaltysuperpower/7.833310519345105e-05,peekabangs/1.7559261323185638e-05,peekabangs/2.797202796500642e-05
3594,gunkata/7.833310519345105e-05,evilisvisceral/1.7559261323185638e-05,evilisvisceral/2.797202796500642e-05
3595,villainshoes/7.833310519345105e-05,noendorholocaust/1.7559261323185638e-05,noendorholocaust/2.797202796500642e-05
3596,fundoshi/7.833310519345105e-05,worfhadtheflu/1.7559261323185638e-05,worfhadtheflu/2.797202796500642e-05
3597,thechampion/7.833310519345105e-05,playerexclusivemechanic/1.7559261323185638e-05,playerexclusivemechanic/2.797202796500642e-05
3598,energyringattack/7.833310519345105e-05,mentoroccupationalhazard/1.7559261323185638e-05,mentoroccupationalhazard/2.797202796500642e-05
3599,theresenter/7.833310519345105e-05,reassignedtoantarctica/1.7559261323185638e-05,reassignedtoantarctica/2.797202796500642e-05
3600,twobeingsonebody/7.833310519345105e-05,uriahgambit/1.7559261323185638e-05,uriahgambit/2.797202796500642e-05
3601,emperorscientist/7.833310519345105e-05,victorgainsloserspowers/1.7559261323185638e-05,victorgainsloserspowers/2.797202796500642e-05
3602,murderousthighs/7.833310519345105e-05,minigamegame/1.7559261323185638e-05,minigamegame/2.797202796500642e-05
3603,redemptionearnslife/7.833310519345105e-05,spaceisnoisy/1.7559261323185638e-05,spaceisnoisy/2.797202796500642e-05
3604,bluemeanscold/7.833310519345105e-05,cowardlyboss/1.7559261323185638e-05,cowardlyboss/2.797202796500642e-05
3605,humanpincushion/7.833310519345105e-05,fightingashadow/1.7559261323185638e-05,fightingashadow/2.797202796500642e-05
3606,deadallalong/7.833310519345105e-05,rereleasedforfree/1.7559261323185638e-05,rereleasedforfree/2.797202796500642e-05
3607,yamatonadeshiko/7.833310519345105e-05,statsticks/1.7559261323185638e-05,statsticks/2.797202796500642e-05
3608,heirclubformen/7.833310519345105e-05,havingablast/1.7559261323185638e-05,havingablast/2.797202796500642e-05
3609,nothimself/7.833310519345105e-05,pamphletshelf/1.7559261323185638e-05,pamphletshelf/2.797202796500642e-05
3610,teamkiller/7.833310519345105e-05,maddoctor/1.7559261323185638e-05,maddoctor/2.797202796500642e-05
3611,takeourwordforit/7.833310519345105e-05,extremityextremist/1.7559261323185638e-05,extremityextremist/2.797202796500642e-05
3612,crucifiedheroshot/7.833310519345105e-05,executivemeddling/1.7559261323185638e-05,executivemeddling/2.797202796500642e-05
3613,moralemechanic/7.833310519345105e-05,songsinthekeyoflock/1.7559261323185638e-05,songsinthekeyoflock/2.797202796500642e-05
3614,fromasinglecell/7.833310519345105e-05,alwayssavethegirl/1.7559261323185638e-05,alwayssavethegirl/2.797202796500642e-05
3615,sexysantadress/7.833310519345105e-05,symbolswearing/1.7559261323185638e-05,symbolswearing/2.797202796500642e-05
3616,magicmushroom/7.833310519345105e-05,mysteriouswaif/1.7559261323185638e-05,mysteriouswaif/2.797202796500642e-05
3617,worldofsilence/7.833310519345105e-05,shirtlessscene/1.7559261323185638e-05,shirtlessscene/2.797202796500642e-05
3618,nosocialskills/7.833310519345105e-05,compressedadaptation/1.7559261323185638e-05,compressedadaptation/2.797202796500642e-05
3619,plotrelevantageup/7.833310519345105e-05,fastforwardmechanic/1.7559261323185638e-05,fastforwardmechanic/2.797202796500642e-05
3620,itemdropmechanic/7.833310519345105e-05,maskedluchador/1.7559261323185638e-05,maskedluchador/2.797202796500642e-05
3621,ragnarokproofing/7.833310519345105e-05,sillysimian/1.7559261323185638e-05,sillysimian/2.797202796500642e-05
3622,experiencepenalty/7.833310519345105e-05,adultsareuseless/1.7559261323185638e-05,adultsareuseless/2.797202796500642e-05
3623,magnumopusdissonance/7.833310519345105e-05,debugroom/1.7559261323185638e-05,debugroom/2.797202796500642e-05
3624,cooldownhug/7.833310519345105e-05,suckinginlines/1.7559261323185638e-05,suckinginlines/2.797202796500642e-05
3625,journeytofindoneself/7.833310519345105e-05,thanatosgambit/1.7559261323185638e-05,thanatosgambit/2.797202796500642e-05
3626,treetoptown/7.833310519345105e-05,gangstastyle/1.7559261323185638e-05,gangstastyle/2.797202796500642e-05
3627,pictorialspeechbubble/7.553649629699066e-05,crypticbackgroundreference/1.7559261323185638e-05,crypticbackgroundreference/2.797202796500642e-05
3628,themusketeer/7.553649629699066e-05,iknowmortalkombat/1.7559261323185638e-05,iknowmortalkombat/2.797202796500642e-05
3629,lostworld/7.553649629699066e-05,genrepopularizer/1.7559261323185638e-05,genrepopularizer/2.797202796500642e-05
3630,plotarmor/7.553649629699066e-05,powerlimiter/1.7559261323185638e-05,powerlimiter/2.797202796500642e-05
3631,thebard/7.553649629699066e-05,chefofiron/1.7559261323185638e-05,chefofiron/2.797202796500642e-05
3632,casanovawannabe/7.553649629699066e-05,fanwebcomics/1.7559261323185638e-05,fanwebcomics/2.797202796500642e-05
3633,doubleknockout/7.553649629699066e-05,attentiondeficitoohshiny/1.7559261323185638e-05,attentiondeficitoohshiny/2.797202796500642e-05
3634,iknowyourtruename/7.553649629699066e-05,streetfighter/1.7559261323185638e-05,streetfighter/2.797202796500642e-05
3635,interspeciesadoption/7.553649629699066e-05,gameplayderailment/1.7559261323185638e-05,gameplayderailment/2.797202796500642e-05
3636,slidingscaleofplotversuscharacters/7.553649629699066e-05,roarbeforebeating/1.7559261323185638e-05,roarbeforebeating/2.797202796500642e-05
3637,thehorde/7.553649629699066e-05,absurdlyshortlevel/1.7559261323185638e-05,absurdlyshortlevel/2.797202796500642e-05
3638,asinisterclue/7.553649629699066e-05,youfool/1.7559261323185638e-05,youfool/2.797202796500642e-05
3639,identicalgrandson/7.553649629699066e-05,warriorpoet/1.7559261323185638e-05,warriorpoet/2.797202796500642e-05
3640,marionettemaster/7.553649629699066e-05,popularwithfurries/1.7559261323185638e-05,popularwithfurries/2.797202796500642e-05
3641,inadequateinheritor/7.553649629699066e-05,creepycircusmusic/1.7559261323185638e-05,creepycircusmusic/2.797202796500642e-05
3642,titleconfusion/7.553649629699066e-05,rightforthewrongreasons/1.7559261323185638e-05,rightforthewrongreasons/2.797202796500642e-05
3643,lookslikeorlok/7.553649629699066e-05,frankensteinsmonster/1.7559261323185638e-05,frankensteinsmonster/2.797202796500642e-05
3644,forgiveness/7.553649629699066e-05,preparetodie/1.7559261323185638e-05,preparetodie/2.797202796500642e-05
3645,coolboat/7.553649629699066e-05,killergorilla/1.7559261323185638e-05,killergorilla/2.797202796500642e-05
3646,singlelineofdescent/7.553649629699066e-05,discountcard/1.7559261323185638e-05,discountcard/2.797202796500642e-05
3647,thisisunforgivable/7.553649629699066e-05,intergenerationalfriendship/1.7559261323185638e-05,intergenerationalfriendship/2.797202796500642e-05
3648,hybridpower/7.553649629699066e-05,timeabyss/1.7559261323185638e-05,timeabyss/2.797202796500642e-05
3649,kinginthemountain/7.553649629699066e-05,flippingthebird/1.7559261323185638e-05,flippingthebird/2.797202796500642e-05
3650,realliferelative/7.553649629699066e-05,bestialityisdepraved/1.7559261323185638e-05,bestialityisdepraved/2.797202796500642e-05
3651,resurrectionsickness/7.553649629699066e-05,crewofone/1.7559261323185638e-05,crewofone/2.797202796500642e-05
3652,killtheonesyoulove/7.553649629699066e-05,thecaptain/1.7559261323185638e-05,thecaptain/2.797202796500642e-05
3653,greenandmean/7.553649629699066e-05,playerpunch/1.7559261323185638e-05,playerpunch/2.797202796500642e-05
3654,brokenangel/7.553649629699066e-05,payeviluntoevil/1.7559261323185638e-05,payeviluntoevil/2.797202796500642e-05
3655,unsoundeffect/7.553649629699066e-05,followtheleader/1.7559261323185638e-05,followtheleader/2.797202796500642e-05
3656,blueandorangemorality/7.553649629699066e-05,workssetinworldwarii/1.7559261323185638e-05,workssetinworldwarii/2.797202796500642e-05
3657,stationaryenemy/7.553649629699066e-05,peoplepuppets/1.7559261323185638e-05,peoplepuppets/2.797202796500642e-05
3658,inexplicablypreserveddungeonmeat/7.553649629699066e-05,demonworks/1.7559261323185638e-05,demonworks/2.797202796500642e-05
3659,postvictorycollapse/7.553649629699066e-05,jumpingofftheslipperyslope/1.7559261323185638e-05,jumpingofftheslipperyslope/2.797202796500642e-05
3660,triangrelations/7.553649629699066e-05,costumeevolution/1.7559261323185638e-05,costumeevolution/2.797202796500642e-05
3661,unwantedharem/7.553649629699066e-05,masterofillusion/1.7559261323185638e-05,masterofillusion/2.797202796500642e-05
3662,crouchingmoronhiddenbadass/7.553649629699066e-05,meido/1.7559261323185638e-05,meido/2.797202796500642e-05
3663,theruntattheend/7.553649629699066e-05,nakedpeoplearefunny/1.7559261323185638e-05,nakedpeoplearefunny/2.797202796500642e-05
3664,proceduralgeneration/7.553649629699066e-05,thenicknamer/1.7559261323185638e-05,easternrpg/2.797202796500642e-05
3665,eccentricmentor/7.553649629699066e-05,thepowerofrock/1.7559261323185638e-05,thepowerofrock/2.797202796500642e-05
3666,significantbirthdate/7.553649629699066e-05,smallgirlbiggun/1.7559261323185638e-05,smallgirlbiggun/2.797202796500642e-05
3667,whatmeasureisanonbadass/7.553649629699066e-05,mascot/1.7559261323185638e-05,mascot/2.797202796500642e-05
3668,minorlymentionedmythsandmonsters/7.553649629699066e-05,upgradeartifact/1.7559261323185638e-05,upgradeartifact/2.797202796500642e-05
3669,chainlethalityenabler/7.553649629699066e-05,itspopularnowitsucks/1.7559261323185638e-05,itspopularnowitsucks/2.797202796500642e-05
3670,technicoloreyes/7.553649629699066e-05,popularitypolynomial/1.7559261323185638e-05,popularitypolynomial/2.797202796500642e-05
3671,morefriendsmorebenefits/7.553649629699066e-05,goodwingsevilwings/1.7559261323185638e-05,goodwingsevilwings/2.797202796500642e-05
3672,blackandwhitemagic/7.553649629699066e-05,driveslikecrazy/1.7559261323185638e-05,driveslikecrazy/2.797202796500642e-05
3673,deathofpersonality/7.553649629699066e-05,holdyourhippogriffs/1.7559261323185638e-05,holdyourhippogriffs/2.797202796500642e-05
3674,flungclothing/7.553649629699066e-05,postscriptseason/1.7559261323185638e-05,postscriptseason/2.797202796500642e-05
3675,exoticeyedesigns/7.553649629699066e-05,plottriggeringdeath/1.7559261323185638e-05,plottriggeringdeath/2.797202796500642e-05
3676,roguesgallerytransplant/7.553649629699066e-05,notactuallycosmeticaward/1.7559261323185638e-05,notactuallycosmeticaward/2.797202796500642e-05
3677,readthefreakingmanual/7.553649629699066e-05,catapultnightmare/1.7559261323185638e-05,catapultnightmare/2.797202796500642e-05
3678,strongandskilled/7.553649629699066e-05,restrainingbolt/1.7559261323185638e-05,restrainingbolt/2.797202796500642e-05
3679,sadclown/7.553649629699066e-05,sadclown/1.7559261323185638e-05,sadclown/2.797202796500642e-05
3680,playerversusenvironment/7.553649629699066e-05,gameoftheyearedition/1.7559261323185638e-05,gameoftheyearedition/2.797202796500642e-05
3681,secretshop/7.553649629699066e-05,evilredhead/1.7559261323185638e-05,evilredhead/2.797202796500642e-05
3682,worldshapes/7.553649629699066e-05,loosecanon/1.7559261323185638e-05,loosecanon/2.797202796500642e-05
3683,apupilofmineuntilheturnedtoevil/7.553649629699066e-05,lowlevelrun/1.7559261323185638e-05,lowlevelrun/2.797202796500642e-05
3684,punchparry/7.553649629699066e-05,doubleweapon/1.7559261323185638e-05,doubleweapon/2.797202796500642e-05
3685,theunderworld/7.553649629699066e-05,universaldriverslicense/1.7559261323185638e-05,universaldriverslicense/2.797202796500642e-05
3686,puzzlereset/7.553649629699066e-05,spinoffspring/1.7559261323185638e-05,spinoffspring/2.797202796500642e-05
3687,tigerversusdragon/7.553649629699066e-05,obliviouslyevil/1.7559261323185638e-05,obliviouslyevil/2.797202796500642e-05
3688,geometricmagic/7.553649629699066e-05,mycountryrightorwrong/1.7559261323185638e-05,mycountryrightorwrong/2.797202796500642e-05
3689,fireiceduo/7.553649629699066e-05,purpleprose/1.7559261323185638e-05,purpleprose/2.797202796500642e-05
3690,thegoodthebadandtheevil/7.553649629699066e-05,playerandprotagonistintegration/1.7559261323185638e-05,playerandprotagonistintegration/2.797202796500642e-05
