Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17
villainteamup/0.0006914804835594553,bteamsequel/0.0006025841589895127,relationshipupgrade/0.0006886140318351564,thecomicallyserious/0.0005312583009109517,lamecomeback/0.0003778443281368076,virtualpet/0.0005822715440471297,alightershadeofblack/0.0007415603371156834,godemperor/0.0006616346426497792,,daysoffuturepast/0.0008226583617346339,ccgimportancedissonance/0.0008172902288412641,spaghettiwestern/0.0006935319024675135,aheadateachend/0.0004614142346291383,companionspecificsidequest/0.0006645454911595312,,callahumanameatbag/0.0002864672854360032,technopath/0.0006016634224031144
massivemultiplayercrossover/0.0006835324320242892,distractedbythesexy/0.0006025841589895127,jackassgenie/0.0006886140318351564,wreckedweapon/0.0005312583009109517,rantinducingslight/0.0003778443281368076,thirstydesert/0.0005822715440471297,straightgay/0.0007415603371156834,electronicspeechimpediment/0.0006616346426497792,,domainholder/0.0008226583617346339,singlespecimenspecies/0.0008172902288412641,weirdhistoricalwar/0.0006935319024675135,unlikelyhero/0.0004614142346291383,forestranger/0.0006645454911595312,,noob/0.0002864672854360032,explosionsinspace/0.0006016634224031144
walkdontswim/0.0006835324320242892,beat/0.0006025841589895127,casanovawannabe/0.0006753714542998649,letsgetdangerous/0.0005312583009109517,stunnedsilence/0.0003778443281368076,adventureguild/0.0005822715440471297,prisonepisode/0.0007415603371156834,hyperspaceisascaryplace/0.0006616346426497792,,tribalfacepaint/0.0008226583617346339,dorkknight/0.0007718852161278605,americawonworldwarii/0.0006935319024675135,cantmovewhilebeingwatched/0.0004614142346291383,magicbyanyothername/0.0006444077490031818,,equipmenthidingfashion/0.00026736946640693634,lastbastion/0.0006016634224031144
canoncharacterallalong/0.0006755843804891231,softreboot/0.0006025841589895127,ordinaryhighschoolstudent/0.0006753714542998649,theheart/0.0005312583009109517,whosonfirst/0.0003778443281368076,colorblindmode/0.0005822715440471297,colormotif/0.0007415603371156834,dueltothedeath/0.0006616346426497792,,whatnowending/0.0008226583617346339,godbeforedogma/0.0007718852161278605,greaserdelinquents/0.0006935319024675135,dontcelebratejustyet/0.0004614142346291383,fantasycharacterclasses/0.0006444077490031818,,thesomethingforce/0.00026736946640693634,wecomeinpeaceshoottokill/0.0006016634224031144
franchisecodifier/0.0006755843804891231,technicolortoxin/0.0006025841589895127,extremedoormat/0.0006753714542998649,ainttooproudtobeg/0.0005312583009109517,haveagayoldtime/0.00036385009376137034,monochromaticeyes/0.0005822715440471297,anasskickingchristmas/0.0007297895381138472,horrifyingthehorror/0.0006616346426497792,,icantbelieveaguylikeyouwouldnoticeme/0.0008226583617346339,nonsingingvoice/0.0007718852161278605,hotpursuit/0.0006935319024675135,mirrorscare/0.0004614142346291383,wateriswomanly/0.0006444077490031818,,randomnumbergenerator/0.00026736946640693634,hollywoodscience/0.0006016634224031144
beatthecurseoutofhim/0.0006755843804891231,facelesseye/0.0005967900805376905,allwebbedup/0.0006753714542998649,whatanidiot/0.0005312583009109517,meatgrindersurgery/0.00036385009376137034,complacentgamingsyndrome/0.0005651459103986848,underestimatingbadassery/0.0007297895381138472,barbariantribe/0.0006616346426497792,,nosavingthrow/0.0008226583617346339,unabletocry/0.0007718852161278605,punkinthetrunk/0.0006935319024675135,bloodsplatteredinnocents/0.0004614142346291383,technicolorblade/0.0006444077490031818,,artisticlicensestatistics/0.00024827164737786946,earthisthecenteroftheuniverse/0.0006016634224031144
setswordstostun/0.0006755843804891231,orbitingparticleshield/0.0005967900805376905,dragonworks/0.0006753714542998649,thoushaltnotkill/0.0005234456788387318,owmybodypart/0.00036385009376137034,everythingsbetterwithsparkles/0.0005651459103986848,destinationdefenestration/0.0007297895381138472,shootinggallery/0.0006616346426497792,,keywordsconversation/0.0008226583617346339,heightangst/0.0007718852161278605,basementdweller/0.0006935319024675135,einsteinhair/0.00043834352289768137,eyedialect/0.0006444077490031818,,fingerfirearms/0.00024827164737786946,antistructure/0.0006016634224031144
hardmodefiller/0.0006755843804891231,tertiarysexualcharacteristics/0.0005967900805376905,combathandfan/0.0006753714542998649,staticroleexchangeablecharacter/0.000515633056766512,hahahano/0.00036385009376137034,chinesemedia/0.0005651459103986848,talktothefist/0.0007297895381138472,cannedordersoverloudspeaker/0.0006616346426497792,,evenevilcanbeloved/0.0008226583617346339,skilledbutnaive/0.0007718852161278605,backtofront/0.0006935319024675135,mst/0.00043834352289768137,classicalchimera/0.0006444077490031818,,earthquakemachine/0.00022917382834880258,cityplanet/0.0006016634224031144
cheatcode/0.0006755843804891231,justifiedsavepoint/0.0005967900805376905,evolvingcredits/0.0006753714542998649,hopebringer/0.000515633056766512,hatesbeingtouched/0.00036385009376137034,drowningpit/0.0005651459103986848,thisisforemphasisbitch/0.0007297895381138472,stupidevil/0.0006616346426497792,,blacktieinfiltration/0.0008226583617346339,menactwomenare/0.0007718852161278605,leapandfire/0.0006935319024675135,sympatheticmurderer/0.00043834352289768137,hobbits/0.0006444077490031818,,transformers/0.00022917382834880258,previewspulse/0.0006016634224031144
adaptationalearlyappearance/0.0006755843804891231,thewildwest/0.0005967900805376905,attackofthemonsterappendage/0.0006753714542998649,amnesiacdissonance/0.000515633056766512,outwithabang/0.00036385009376137034,cantyoureadthesign/0.0005651459103986848,yakuza/0.0007297895381138472,successioncrisis/0.0006616346426497792,,languagedrift/0.0008226583617346339,paparazzi/0.0007718852161278605,justhithim/0.0006935319024675135,herowithauniquename/0.00043834352289768137,escapebattletechnique/0.0006444077490031818,,physicalmysticaltechnological/0.0002100760093197357,spaceelf/0.0006016634224031144
divingkick/0.0006676363289539569,makemymonstergrow/0.0005967900805376905,otaku/0.0006753714542998649,hamtohamcombat/0.000515633056766512,chekhovsarmoury/0.00036385009376137034,riddlemethis/0.0005651459103986848,cowboycop/0.0007297895381138472,thehorde/0.0006616346426497792,,precharactercustomizationgameplay/0.0008226583617346339,nightanddayduo/0.0007718852161278605,grenadetag/0.0006935319024675135,plotdrivenbreakdown/0.00043834352289768137,howdoishotweb/0.0006444077490031818,,pvp/0.0002100760093197357,twinmaker/0.0006016634224031144
onegameforthepriceoftwo/0.0006676363289539569,levelinreverse/0.0005909960020858683,haveyouseenmygod/0.0006753714542998649,benevolentboss/0.000515633056766512,sadistteacher/0.00036385009376137034,crystalball/0.0005651459103986848,becomingthemask/0.0007180187391120109,slidingscaleofshinyversusgritty/0.0006616346426497792,,phlebotinumhandlingrequirements/0.0008226583617346339,forgottenfriendnewfoe/0.0007718852161278605,streisandeffect/0.0006935319024675135,shakypovcam/0.00043834352289768137,ourhomunculiaredifferent/0.0006242700068468324,,makethemrot/0.0002100760093197357,perfectpacifistpeople/0.0006016634224031144
readingsareoffthescale/0.0006676363289539569,mummy/0.0005909960020858683,godinhumanform/0.0006753714542998649,archnemesisdad/0.000515633056766512,theplayeristhemostimportantresource/0.00036385009376137034,madlibscatchphrase/0.0005651459103986848,protagonistcenteredmorality/0.0007180187391120109,strongfleshweaksteel/0.0006616346426497792,,exposethevillaingethisjob/0.0008226583617346339,stockshonenrival/0.0007718852161278605,pimpduds/0.0006935319024675135,poltergeist/0.00043834352289768137,limitedusemagicaldevice/0.0006242700068468324,,shinysense/0.0002100760093197357,namedaftertheirplanet/0.0006016634224031144
polygonceiling/0.0006676363289539569,metatwist/0.0005909960020858683,slidingscaleofcontinuity/0.0006621288767645735,kudzuplot/0.000515633056766512,compellingvoice/0.00036385009376137034,onlytheworthymaypass/0.0005480202767502398,rooftopconfrontation/0.0007180187391120109,assassinoutclassin/0.0006481318948406001,,lastfertileregion/0.0007638970501821601,powerstereotypeflip/0.0007718852161278605,unitedeurope/0.0006935319024675135,secretpath/0.00043834352289768137,onecurselimit/0.0006242700068468324,,elementalspeed/0.0002100760093197357,inthefuturewestillhaveroombas/0.0006016634224031144
offscreenstartbonus/0.0006596882774187908,storyarc/0.0005909960020858683,thehighqueen/0.0006621288767645735,itisdehumanizing/0.000515633056766512,sayingtoomuch/0.00036385009376137034,facemonsterturn/0.0005480202767502398,scarsareforever/0.0007180187391120109,ruinsofthemodernage/0.0006481318948406001,,eliteagentsabovethelaw/0.0007638970501821601,empathichealer/0.0007718852161278605,youbreakityouprofit/0.0006935319024675135,everyoneknowsmorse/0.00043834352289768137,colorcodedstones/0.0006242700068468324,,manipulatingtheopponentsdeck/0.0002100760093197357,futuremusic/0.0006016634224031144
tauntbutton/0.0006517402258836247,heyitsthatsound/0.000585201923634046,oni/0.0006621288767645735,mergingthebranches/0.0005078204346942921,bleepdammit/0.00036385009376137034,consolationprize/0.0005308946431017948,couldhaveavoidedthisplot/0.0007180187391120109,stealthymook/0.0006481318948406001,,inappropriatelyclosecomrades/0.0007638970501821601,convenientreplacementcharacter/0.0007718852161278605,metaldetectorcheckpoint/0.0006935319024675135,neversuicide/0.00041527281116622447,weselleverything/0.0006242700068468324,,colorfulcontrails/0.00019097819029066882,nowarpingzone/0.0006016634224031144
whowearsshortshorts/0.0006517402258836247,justifiedextralives/0.000585201923634046,npcscheduling/0.0006621288767645735,hufflepuffhouse/0.0005078204346942921,nervouswreck/0.00036385009376137034,piratebooty/0.0005308946431017948,corruptpolitician/0.0007180187391120109,villainswantmercy/0.0006481318948406001,,threewaysex/0.0007638970501821601,stoicspectacles/0.0007718852161278605,epictankontankaction/0.0006935319024675135,thecorpsestopshere/0.00041527281116622447,brokenarmorbossbattle/0.0006242700068468324,,blastingtime/0.00015278255223253505,spacemadness/0.0005662714563794019
cerebusretcon/0.0006517402258836247,madbomber/0.000585201923634046,daddysgirl/0.0006621288767645735,sympathyforthedevil/0.0005078204346942921,tickletorture/0.00036385009376137034,attackofthekillerwhatever/0.0005308946431017948,playingbothsides/0.0007180187391120109,patrioticfervor/0.0006481318948406001,,secrettest/0.0007638970501821601,makingloveinallthewrongplaces/0.0007718852161278605,thepeterprinciple/0.000657030223390276,wordsaladhorror/0.00041527281116622447,journeytofindoneself/0.0006242700068468324,,videogameweaponstats/0.00013368473320346817,cominginhot/0.0005662714563794019
meteorsummoningattack/0.0006517402258836247,eviloverlooker/0.0005794078451822238,wingsdonothing/0.0006621288767645735,olderandwiser/0.0005078204346942921,briefaccentimitation/0.00036385009376137034,immortality/0.0005308946431017948,hostageformacguffin/0.0007180187391120109,daretobebadass/0.0006481318948406001,,elegantweaponforamorecivilizedage/0.0007638970501821601,naturelover/0.0007718852161278605,removableturretgun/0.000657030223390276,deadlyprank/0.00041527281116622447,flowerfromthemountaintop/0.0006242700068468324,,thealmightydollar/0.00013368473320346817,boldlycoming/0.0005662714563794019
remilitarizedzone/0.0006517402258836247,healingcheckpoint/0.0005736137667304016,luminescentblush/0.0006621288767645735,necessarilyevil/0.0005078204346942921,alwayssecondbest/0.000349855859385933,touchofdeath/0.0005308946431017948,andthisisfor/0.0007180187391120109,technologyporn/0.0006481318948406001,,theomniscient/0.0007638970501821601,adaptationalsympathy/0.0007718852161278605,impressivepyrotechnics/0.000657030223390276,jacobmarleyapparel/0.00041527281116622447,hopesproutseternal/0.0006242700068468324,,murphyslaw/0.00013368473320346817,flamingmeteor/0.0005662714563794019
discontinuitynod/0.0006517402258836247,serendipitywritestheplot/0.0005736137667304016,familythemenaming/0.0006621288767645735,cynicismcatalyst/0.0005078204346942921,fivefingerdiscount/0.000349855859385933,themindisaplaythingofthebody/0.0005308946431017948,livinglegend/0.0007180187391120109,bosstease/0.0006346291470314209,,staminaburn/0.0007638970501821601,valentinesdayepisode/0.0007718852161278605,junglewarfare/0.000657030223390276,theprecariousledge/0.00041527281116622447,wisetree/0.0006242700068468324,,darkknight/9.548909514533441e-05,ringworldplanet/0.0005662714563794019
ringoutboss/0.0006517402258836247,pungeonmaster/0.0005736137667304016,relationshipwritingfumble/0.0006621288767645735,parodiedtrope/0.0005078204346942921,imeanttodothat/0.000349855859385933,greatbiglibraryofeverything/0.0005308946431017948,solemnendingtheme/0.0007180187391120109,genocidebackfire/0.0006346291470314209,,elfeminate/0.0007638970501821601,magicisfeminine/0.0007718852161278605,shotintheass/0.000657030223390276,monstrouscannibalism/0.00041527281116622447,onlyshopintown/0.0006242700068468324,,buttcannon/7.639127611626753e-05,alphabetnewsnetwork/0.0005662714563794019
endgameplus/0.0006437921743484584,fandomlifecycle/0.0005678196882785793,whenshesmiles/0.0006621288767645735,screwtherulesimdoingwhatsright/0.0005000078126220722,oopnorth/0.000349855859385933,turtleisland/0.0005308946431017948,badguybar/0.0007180187391120109,theunfettered/0.0006346291470314209,,enslavedelves/0.0007638970501821601,patchworkkids/0.0007718852161278605,rubegoldberghatesyourguts/0.000657030223390276,inkblottest/0.00041527281116622447,cheapgoldcoins/0.0006242700068468324,,,reentryscare/0.0005662714563794019
nothissled/0.0006358441228132923,trollingcreator/0.0005678196882785793,really700yearsold/0.0006621288767645735,cosmicretcon/0.0004921951905498523,flayingalive/0.000349855859385933,unseenevil/0.0005308946431017948,traumacongaline/0.0007180187391120109,battletrophy/0.0006346291470314209,,longinglook/0.0007638970501821601,whitestallion/0.0007718852161278605,vibroweapon/0.000657030223390276,lockingmacgyverinthestorecupboard/0.00041527281116622447,ineedyoustronger/0.0006242700068468324,,,spaceplane/0.0005662714563794019
arrogantkungfuguy/0.0006358441228132923,grandfatherclause/0.0005678196882785793,powergivesyouwings/0.0006621288767645735,takemyhand/0.0004921951905498523,wrongsideofthetracks/0.000349855859385933,randomlygeneratedquests/0.0005308946431017948,heterosexuallifepartners/0.0007180187391120109,noperipheralvision/0.0006346291470314209,,phlebotinumdependence/0.0007638970501821601,fairytaleweddingdress/0.0007718852161278605,celebritysurvivor/0.000657030223390276,lostinthemaize/0.00041527281116622447,lightningfirejuxtaposition/0.0006242700068468324,,,convergingstreamweapon/0.0005662714563794019
skywardscream/0.0006358441228132923,flagshipfranchise/0.0005620256098267571,willfullyweak/0.0006621288767645735,villainshoes/0.0004921951905498523,sarcasmblind/0.000349855859385933,stockvideogamepuzzle/0.0005308946431017948,moraldissonance/0.0007180187391120109,energyabsorption/0.0006346291470314209,,villainbydefault/0.0007638970501821601,leavethetwolovebirdsalone/0.0007718852161278605,onedosefitsall/0.000657030223390276,horror/0.00041527281116622447,gowaitoutside/0.0006242700068468324,,,exposedextraterrestrials/0.0005662714563794019
underwaterbossbattle/0.0006358441228132923,mesacrowd/0.0005620256098267571,strongfamilyresemblance/0.0006621288767645735,genrerelaunch/0.0004921951905498523,villainofanotherstory/0.000349855859385933,paradiegeticgameplay/0.0005137690094533497,rapeisaspecialkindofevil/0.0007062479401101747,deadweight/0.0006346291470314209,,timmyinawell/0.0007638970501821601,festivalepisode/0.0007718852161278605,timeshiftedactor/0.000657030223390276,murderbycremation/0.00041527281116622447,princessclassic/0.0006242700068468324,,,genericanempire/0.0005662714563794019
parasolofpain/0.0006278960712781262,hollywoodacid/0.0005620256098267571,strangesyntaxspeaker/0.0006621288767645735,thedulcineaeffect/0.0004921951905498523,matryoshkaobject/0.000349855859385933,childrenvoicingchildren/0.0005137690094533497,therecanbeonlyone/0.0006944771411083384,humanoidaliens/0.0006346291470314209,,iseethemtoo/0.0007638970501821601,preppyname/0.0007718852161278605,insertgrenadehere/0.000657030223390276,eyeawaken/0.00041527281116622447,trainingboss/0.0006041322646904829,,,opposingcombatphilosophies/0.0005308794903556893
