Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38
significantwardrobeshift/0.0012238965807389276,signsoftheendtimes/0.002574002574002574,ignoredepiphany/0.0024040454281687804,yeoldebutcheredeenglishe/0.0004996909805778006,sophisticatedashell/0.0030115622479161067,indulgentfantasysegue/0.0026299817924337445,nominalimportance/0.002448408534452606,powerdegeneration/0.0032543003254300326,messianicarchetype/0.0014781774331578538,videophone/0.0023850410227055905,fictionalcounterpart/0.0019199029943750211,nonmammalianhair/0.002384500745156483,electroniceyes/0.002085070892410342,pestcontroller/0.002606287669001466,alternatetimeline/0.0029856316476954657,,bankrobbery/0.0016864642909517524,barfullofaliens/0.0024427480916030535,overnightageup/0.002059620596205962,imyourbiggestfan/0.003996802557953637,marryforlove/0.0024903154399557276,amusinginjuries/0.0026802807913209954,absurdlyyouthfulmother/0.003052270125906143,toomuchalike/0.002798053527980535,plagiarisminfiction/0.0017004392801473714,goldensupermode/0.002602472348731295,wideeyesandshrunkenirises/0.00261399941911124,stealingfromthetill/0.0014699303380839778,chickenpoxepisode/0.0017844022252545397,thegentlemanorthescoundrel/0.003159003159003159,unitsnottoscale/0.00214987714987715,samusisagirl/0.0029860875466576177,,realplacebackground/0.00263915547024952,defencemechanismsuperpower/0.0022252834587262902,consummateprofessional/0.0033380182712579058,warriormonk/0.0018091906886985888,moralitypet/0.0028973157221985515
boomerangbigot/0.0012238965807389276,curtainfic/0.002574002574002574,obliviouslyevil/0.0024040454281687804,vindicatedbyreruns/0.0004996909805778006,pornstash/0.0030115622479161067,wagthedirector/0.0026299817924337445,shortrunners/0.002448408534452606,nakedonarrival/0.0031380753138075313,amazonbrigade/0.0014781774331578538,throwawaycountry/0.0023850410227055905,hastwomommies/0.0019199029943750211,stupidityinducingattack/0.002384500745156483,cosmeticallyadvancedprequel/0.002085070892410342,gulliblelemmings/0.002606287669001466,flawexploitation/0.0029856316476954657,,newscastercameo/0.0016864642909517524,completethequotetitle/0.0024427480916030535,deconstructioncrossover/0.002059620596205962,unevillaugh/0.0038369304556354917,colorcodedwizardry/0.0024903154399557276,literalminded/0.002637736651776218,coolkidandloserfriendship/0.003052270125906143,girlwithpsychoweapon/0.002798053527980535,frivolouslawsuit/0.0017004392801473714,bewaremystingertail/0.002602472348731295,adorablyprecociouschild/0.00261399941911124,intercoursewithyou/0.0014699303380839778,stockaudioclip/0.0017844022252545397,sleepswitheveryonebutyou/0.003159003159003159,climaxboss/0.00214987714987715,nighinvulnerability/0.0029860875466576177,,senseichan/0.002519193857965451,badpowersbadpeople/0.0022252834587262902,amnesiacresonance/0.0033380182712579058,monstrosityequalsweakness/0.0018091906886985888,armorpiercingquestion/0.0028973157221985515
rasputiniandeath/0.0012238965807389276,masqueradeparadox/0.002574002574002574,alwaysidenticaltwins/0.0024040454281687804,soupismedicine/0.0004996909805778006,twitchyeye/0.0030115622479161067,sexwiththeex/0.0026299817924337445,passingthetorch/0.002448408534452606,noimmortalinertia/0.0031380753138075313,walkingtheearth/0.0014781774331578538,trainingthepeacefulvillagers/0.0023850410227055905,transplant/0.0019199029943750211,dontwakethesleeper/0.002384500745156483,spaceelf/0.002085070892410342,wickedtoymaker/0.002606287669001466,evilhasabadsenseofhumor/0.0029856316476954657,,confesstoalessercrime/0.0016864642909517524,lovetranscendsspacetime/0.0024427480916030535,thenudifier/0.002059620596205962,tothebatnoun/0.0038369304556354917,oneriotoneranger/0.0024903154399557276,totallyradical/0.002637736651776218,countrymouse/0.003052270125906143,axesatschool/0.002798053527980535,waxinglyrical/0.0017004392801473714,doppelgangerattack/0.002602472348731295,traintopbattle/0.00261399941911124,ashestocrashes/0.0014699303380839778,onice/0.0017844022252545397,pulltheiv/0.003159003159003159,hovertank/0.00214987714987715,nooshacompliance/0.0029860875466576177,,instantfanclub/0.002519193857965451,youreyescandeceiveyou/0.0022252834587262902,highaltitudeinterrogation/0.0033380182712579058,colourfulthemenaming/0.0018091906886985888,despaireventhorizon/0.0028973157221985515
hanniballecture/0.0012238965807389276,crossmeltingaura/0.002574002574002574,betweenmylegs/0.0024040454281687804,talkingwithsigns/0.0004996909805778006,gratuitousfrench/0.0030115622479161067,notstayingforbreakfast/0.0026299817924337445,unperson/0.002448408534452606,dreamweaver/0.0031380753138075313,pluckygirl/0.0014781774331578538,robocam/0.0023850410227055905,themaincharactersdoeverything/0.0019199029943750211,pantslessmalesfullydressedfemales/0.002384500745156483,subspaceansible/0.002085070892410342,neverbeahero/0.002606287669001466,andyourlittledogtoo/0.0029856316476954657,,handycuffs/0.0016864642909517524,treacherousspiritchase/0.0024427480916030535,instrumentofmurder/0.002059620596205962,girlscoutsareevil/0.0038369304556354917,legacyteam/0.0024903154399557276,aluminumchristmastrees/0.002637736651776218,pinkyswear/0.003052270125906143,cantactpervertedtowardaloveinterest/0.002798053527980535,horriblecampingtrip/0.0017004392801473714,wreathedinflames/0.002602472348731295,noodlepeople/0.00261399941911124,pullthethread/0.0014699303380839778,leadin/0.0017844022252545397,boyfriendbluff/0.003159003159003159,knightknaveandsquire/0.00214987714987715,undyingloyalty/0.0029182219205972173,,thethingthatgoesdoink/0.002519193857965451,thechooseroftheone/0.0022252834587262902,destroythesecuritycamera/0.003162333099086437,heroicneutral/0.0018091906886985888,stepfordsmiler/0.0028547081380485726
nervesofsteel/0.0012238965807389276,magicalsensoryeffect/0.002574002574002574,forgottenfirstmeeting/0.0023625963690624223,instantlyprovenwrong/0.0004996909805778006,padding/0.0030115622479161067,lastminutebabynaming/0.0026299817924337445,temporaryblindness/0.0020111927247289264,dismantledmacguffin/0.0031380753138075313,sparedbytheadaptation/0.0014781774331578538,explosiveinstrumentation/0.0023850410227055905,rantinducingslight/0.001886220485701775,throughafacefulloffur/0.002384500745156483,penalcolony/0.002085070892410342,breakingouttheboss/0.002606287669001466,dramaticunmask/0.0029856316476954657,,deathbedconfession/0.0016864642909517524,phlebotinumanalogy/0.0024427480916030535,multipleheadcase/0.002059620596205962,storybookepisode/0.0038369304556354917,doubleconsciousness/0.0024903154399557276,explainexplainohcrap/0.002637736651776218,foreignexchangestudent/0.003052270125906143,doublestandardrapefemaleonfemale/0.002798053527980535,golddigger/0.0017004392801473714,detonationmoon/0.002602472348731295,kissingdiscretionshot/0.00261399941911124,canttiehistie/0.0014699303380839778,thetonsillitisepisode/0.0017844022252545397,foreignculturefetish/0.003159003159003159,firstchurchofmecha/0.00214987714987715,thechosenone/0.0029182219205972173,,yonkoma/0.002519193857965451,wizardduel/0.0022252834587262902,trickedintoescaping/0.003162333099086437,chuunibyou/0.0018091906886985888,offscreenmomentofawesome/0.0028547081380485726
conversewiththeunconscious/0.0012238965807389276,weaktofire/0.002574002574002574,mendontcry/0.0023625963690624223,contestwinnercameo/0.0004996909805778006,brokenrecord/0.0029577843506318905,isthatathreat/0.0025288286465709083,sidelinedprotagonistcrossover/0.0020111927247289264,ourmonstersareweird/0.0031380753138075313,walkingshirtlessscene/0.0014781774331578538,overridecommand/0.0023850410227055905,stockholmsyndrome/0.001886220485701775,behindastick/0.002384500745156483,dangerdeadpan/0.002085070892410342,aicronym/0.002606287669001466,onlyinitforthemoney/0.0029856316476954657,,oneofourown/0.0016864642909517524,thesymbiote/0.0022900763358778627,animorphism/0.002059620596205962,dodgeballishell/0.0038369304556354917,inevitablemutualbetrayal/0.0024903154399557276,sickepisode/0.002637736651776218,happilyeverafter/0.003052270125906143,closetkey/0.00267639902676399,fanonwelding/0.0017004392801473714,skysurfing/0.002494036000867491,alphabeticalthemenaming/0.00261399941911124,euphemismbuster/0.0014699303380839778,suddenintelligence/0.0017844022252545397,presentdaypast/0.003159003159003159,armoredcoffins/0.00214987714987715,withgreatpowercomesgreatinsanity/0.0029182219205972173,,adjectivenounfred/0.002519193857965451,paintitblack/0.0022252834587262902,wrenchwhack/0.003162333099086437,badasstransplant/0.0018091906886985888,sanityslippage/0.0028547081380485726
falseflagoperation/0.0011983987353068667,placeofprotection/0.002574002574002574,yourenotmyfather/0.0023625963690624223,trailofbreadcrumbs/0.0004996909805778006,sillysimian/0.0029577843506318905,necessaryfail/0.0025288286465709083,fictionalcountry/0.0018363064008394543,theworldisnotready/0.0031380753138075313,theomniscientcouncilofvagueness/0.0014522444957340318,ourtimetravelisdifferent/0.0023850410227055905,impairmentshot/0.001886220485701775,nichenetwork/0.002384500745156483,transhumanaliens/0.0019460661662496525,pedestriancrushescar/0.0024433946896888744,imposterforgotonedetail/0.0029234309883684768,,themafiya/0.0016864642909517524,lietothebeholder/0.0022900763358778627,bigbookofeverything/0.002059620596205962,tongueontheflagpole/0.0038369304556354917,decapitationstrike/0.0024903154399557276,humiliationconga/0.00259519251223144,pompomgirl/0.003052270125906143,sexualeuphemism/0.00267639902676399,conveniencestoregiftshopping/0.0017004392801473714,scaryscorpions/0.002494036000867491,fracturedfairytale/0.00261399941911124,cheatingwiththemilkman/0.0014699303380839778,pickedlast/0.0017844022252545397,myownprivateido/0.003159003159003159,dronedeployer/0.00214987714987715,ineffectualsympatheticvillain/0.0029182219205972173,,sweatdrop/0.0023992322456813818,momentofweakness/0.0022252834587262902,attacktheinjury/0.0029866479269149682,dualtonfas/0.0018091906886985888,nevertrustatrailer/0.0028121005538985938
deusangstmachina/0.0011983987353068667,returntoshooter/0.002574002574002574,ettubrute/0.0023625963690624223,androcleslion/0.0004996909805778006,heroiccomedicsociopath/0.0029577843506318905,magicplasticsurgery/0.0025288286465709083,advertisingonlycontinuity/0.0018363064008394543,dontfearthereaper/0.0031380753138075313,showerscene/0.0014522444957340318,theonewhereeveryonedies/0.0023850410227055905,youhave48hours/0.001886220485701775,wealthsinaname/0.002384500745156483,pleasureplanet/0.0019460661662496525,oldsuperhero/0.0024433946896888744,swordfight/0.002861230329041488,,eroticasphyxiation/0.0016864642909517524,psychicstrangle/0.0022900763358778627,mybrainisbig/0.002005420054200542,didyougetanewhaircut/0.0038369304556354917,suddensoundtrackstop/0.0024903154399557276,veryspecialepisode/0.00259519251223144,lovingbully/0.003052270125906143,ridiculouslyaverageguy/0.00267639902676399,mistakenforservant/0.0017004392801473714,beatthecurseoutofhim/0.002494036000867491,bigbrotherworship/0.00261399941911124,entendrefailure/0.0014699303380839778,thedreadedpretendteaparty/0.0017844022252545397,sweatergirl/0.003159003159003159,futurecopter/0.00214987714987715,evilispetty/0.0029182219205972173,,christmascake/0.0023992322456813818,ladyofblackmagic/0.0022252834587262902,moodlighting/0.0029866479269149682,noshirtlongjacket/0.0018091906886985888,secrettestofcharacter/0.0028121005538985938
undignifieddeath/0.0011983987353068667,workingclasswerewolves/0.002574002574002574,emotionlessgirl/0.0023625963690624223,theprofessor/0.0004996909805778006,publicdomainsoundtrack/0.0029577843506318905,ghostextras/0.0025288286465709083,,barredfromtheafterlife/0.0031380753138075313,rousseauwasright/0.0014522444957340318,scifiwritershavenosenseofscale/0.0023850410227055905,theyfightcrime/0.001852537977028529,weinterruptthisprogram/0.002384500745156483,variantchess/0.0019460661662496525,superheromovievillainsdie/0.0024433946896888744,usedtobeasweetkid/0.002861230329041488,,darksecret/0.0016864642909517524,thestorythatneverwas/0.0022900763358778627,firstrunsyndication/0.002005420054200542,thinkofthecensors/0.0038369304556354917,benevolentmageruler/0.0024903154399557276,bareyourmidriff/0.00259519251223144,girlsarereallyscaredofhorrormovies/0.003052270125906143,selfproclaimedloveinterest/0.00267639902676399,bynoimeanyes/0.0017004392801473714,proudwarriorraceguys/0.002494036000867491,bigfun/0.002541388324135928,moonlandinghoax/0.0014699303380839778,insaneproprietor/0.0017844022252545397,nopreggersex/0.0029835029835029833,comborifle/0.0018427518427518428,schmuckbait/0.0029182219205972173,,falsecameraeffects/0.0023992322456813818,transformationofthepossessed/0.0022252834587262902,dangerroomcoldopen/0.0029866479269149682,spacemaster/0.0018091906886985888,trailersalwaysspoil/0.0028121005538985938
pregnantbadass/0.0011983987353068667,deathisnotpermanent/0.002574002574002574,fandomlifecycle/0.0023625963690624223,nowyoutellme/0.00048654121793101633,makesjustasmuchsenseincontext/0.0029577843506318905,nopartygiven/0.0025288286465709083,,transformationhorror/0.00302185030218503,thisisunforgivable/0.0014522444957340318,unwillingroboticisation/0.0023850410227055905,youarewhatyouhate/0.001852537977028529,pirateepisode/0.002384500745156483,wagontraintothestars/0.0019460661662496525,nearmissgroinattack/0.0024433946896888744,superdickery/0.002861230329041488,,theschlubpubseductiondeduction/0.0016864642909517524,willingchanneler/0.0022900763358778627,overlylongtongue/0.002005420054200542,drivingtest/0.0036770583533173463,onemanindustrialrevolution/0.0024903154399557276,smallnamebigego/0.00259519251223144,thirdoptionloveinterest/0.003052270125906143,thepollyanna/0.00267639902676399,sleepwalking/0.0017004392801473714,defeatequalsexplosion/0.002494036000867491,repeatcut/0.002541388324135928,twerpsweating/0.0014699303380839778,cactuscushion/0.001679437388474861,accidentalpornomancer/0.0026325026325026324,mechaenablingphlebotinum/0.0018427518427518428,ninjapiratezombierobot/0.0029182219205972173,,pseudoromanticfriendship/0.0023992322456813818,sufficientlyanalyzedmagic/0.0022252834587262902,youseeimdying/0.0029866479269149682,fightmagnet/0.0018091906886985888,foregoneconclusion/0.0028121005538985938
thanatosgambit/0.0011983987353068667,medicatethemedium/0.002574002574002574,mommasboy/0.002321147309956064,itsalongstory/0.00048654121793101633,extralongepisode/0.0029577843506318905,vertigoeffect/0.002427675500708072,,mysticalpregnancy/0.00302185030218503,unflinchingwalk/0.0014522444957340318,bizarresexualdimorphism/0.0023850410227055905,obliviousguiltslinging/0.001852537977028529,flyinthesoup/0.0022354694485842027,dilatingdoor/0.0019460661662496525,herosfirstrescue/0.0024433946896888744,tomthedarklord/0.002799029669714499,,divorceistemporary/0.0016864642909517524,knifefight/0.0022900763358778627,internationalcoproduction/0.002005420054200542,wraparoundbackground/0.0036770583533173463,humanweapon/0.0024903154399557276,executivemeddling/0.00259519251223144,highschool/0.003052270125906143,thethreefacesofeve/0.00267639902676399,dysfunctionalfamily/0.0016532048556988333,jackofallstats/0.002494036000867491,heavysleeper/0.002541388324135928,starringastarasastar/0.0014699303380839778,dinnerwiththeboss/0.001679437388474861,falsesoulmate/0.002106002106002106,rainbowpimpgear/0.0018427518427518428,xanatosgambit/0.0029182219205972173,,oni/0.0023992322456813818,perkyfemaleminion/0.0022252834587262902,blacktieinfiltration/0.0029866479269149682,onehandedzweihander/0.0018091906886985888,dramaticirony/0.0028121005538985938
earache/0.0011983987353068667,werewolfworks/0.002574002574002574,massivenumberedsiblings/0.002321147309956064,allcrimesareequal/0.00048654121793101633,itsawonderfulplot/0.0029577843506318905,consistentclothingstyle/0.002427675500708072,,auravision/0.00302185030218503,onewomanwail/0.0014522444957340318,madscientistlaboratory/0.0022896393817973667,screwtherulesihaveconnections/0.001852537977028529,bigdamplot/0.0022354694485842027,thesingularity/0.0019460661662496525,slipperyskid/0.0024433946896888744,bolivianarmyending/0.002799029669714499,,externalcombustion/0.0016131397565625459,cannedordersoverloudspeaker/0.0022900763358778627,teamrocketwins/0.002005420054200542,lovesmenot/0.0036770583533173463,bigbrotherisemployingyou/0.0024903154399557276,ambiguouslygay/0.0025101042331418847,shipperwithanagenda/0.003052270125906143,masculinefemininegaycouple/0.00267639902676399,whatsahenway/0.0016532048556988333,yellowlightningbluelightning/0.0023855996530036867,highclassglass/0.002541388324135928,catholicschoolgirlsrule/0.0014699303380839778,falseteethtomfoolery/0.001679437388474861,fancydinner/0.002106002106002106,puppetgun/0.0018427518427518428,preasskickingoneliner/0.0028503562945368173,,creepycrosses/0.0023992322456813818,poisonousperson/0.0022252834587262902,everyoneisasuspect/0.0029866479269149682,technicolortoxin/0.001688577976118683,centraltheme/0.0027694929697486153
