Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20
goodbyecruelworld/0.0007343106658624217,themourningafter/0.000770339446349585,,mustachevandalism/0.0005162249501842923,torchesandpitchforks/0.0008036940701990239,mutuallyfictional/0.00043974639435788676,legogenetics/0.000720106987323831,disownedadaptation/0.0008489591023180275,elementaleyecolors/0.0006370644072115691,thegoodkingdom/0.0008171186354118789,heroicspirit/0.0006292676395769179,themistress/0.0008057339394376699,thepreciouspreciouscar/0.0006449626947714047,stuntdouble/0.0007155919535660332,arcsymbol/0.0009448338921060652,,,advertisingtropes/0.00021159542953872197,aquatichadrosaurs/0.0001695418132496927,
deathintheclouds/0.0007343106658624217,likefatherunlikeson/0.000770339446349585,,midbattleteabreak/0.0005162249501842923,itsalwaysspring/0.0008036940701990239,economycast/0.00043974639435788676,dystopia/0.000720106987323831,officialfansubmittedcontent/0.0008366553472119691,shoryuken/0.0006370644072115691,surgicalimpersonation/0.0008171186354118789,spintodeflectstuff/0.0006292676395769179,fallenonhardtimesjob/0.0008057339394376699,withafootonthebus/0.0006449626947714047,chainofpeople/0.0007155919535660332,infodump/0.0009448338921060652,,,quoteswearunquote/0.00021159542953872197,biographyaclef/0.0001695418132496927,
identificationbydentalrecords/0.0007343106658624217,paparazzi/0.000770339446349585,,unexpectedkindness/0.0005162249501842923,technicianversusperformer/0.0007963877604699419,flashbackwiththeotherdarrin/0.00043974639435788676,significantdoublecasting/0.000720106987323831,instantawesomejustaddmecha/0.0008366553472119691,wallpinoflove/0.0006370644072115691,terroristswithoutacause/0.0008171186354118789,deathdealer/0.0006292676395769179,decemberdecemberromance/0.0007937080597445704,varietyshow/0.0006449626947714047,environmentspecificactionfigure/0.0007155919535660332,madbomber/0.0009448338921060652,,,breakthebank/0.00021159542953872197,campunsafeisntsafeanymore/0.00012715635993726954,
letthepastburn/0.0007343106658624217,poolscene/0.000770339446349585,,pullarabbitoutofmyhat/0.0005162249501842923,flatearthatheist/0.0007963877604699419,fauxlosophicnarration/0.00043974639435788676,theassimilator/0.000720106987323831,cuteisevil/0.0008366553472119691,prettyprincesspowerhouse/0.0006370644072115691,shootinggallery/0.0008171186354118789,thelegionsofhell/0.0006292676395769179,daddydnatest/0.0007937080597445704,sexywhateveroutfit/0.0006449626947714047,spiderpeople/0.0007155919535660332,noonegetsleftbehind/0.0009448338921060652,,,americanmedia/0.00021159542953872197,strandedwithedison/0.00012715635993726954,
mamadidntraisenocriminal/0.0007343106658624217,insultofendearment/0.000770339446349585,,siblingsenioritysquabble/0.0005162249501842923,worthlessyellowrocks/0.0007963877604699419,thenameisbondjamesbond/0.00043417998430272367,distressball/0.000720106987323831,recurringriff/0.0008366553472119691,cyberninja/0.0006052111868509907,urbansegregation/0.0008171186354118789,ninetypercentofyourbrain/0.0006292676395769179,enterstagewindow/0.0007937080597445704,wakeupmakeup/0.0006449626947714047,skullforahead/0.0007155919535660332,deathbyirony/0.000934674387889871,,,fashionableevil/0.00021159542953872197,previewspulse/0.00012715635993726954,
passfail/0.0007343106658624217,fingertenting/0.000770339446349585,,fanonwelding/0.0005162249501842923,suddennamechange/0.0007890814507408599,franchisezombie/0.00043417998430272367,evilisbigger/0.000720106987323831,alizardnamedliz/0.0008366553472119691,beadyeyedloser/0.0006052111868509907,onelastjob/0.0008171186354118789,hopecrusher/0.0006292676395769179,patricide/0.0007937080597445704,visibleboommic/0.0006449626947714047,snoopinglittlekid/0.0007155919535660332,bigbadfriend/0.000934674387889871,,,presenters/0.00021159542953872197,hodgepodgecomputer/0.00012715635993726954,
nothingbuthits/0.0007343106658624217,competencezone/0.000770339446349585,,watchoutforthattree/0.0005162249501842923,heroiccomedicsociopath/0.0007890814507408599,ihatepastme/0.00043417998430272367,clonesarepeopletoo/0.000720106987323831,badassarmfold/0.0008366553472119691,fansub/0.0006052111868509907,combathandfan/0.0008171186354118789,powermakesyourvoicedeep/0.0006158789663944303,whereeverybodyknowsyourflame/0.0007937080597445704,oscarbait/0.0006303044517084182,villainousharlequin/0.0007155919535660332,maddoctor/0.0009245148836736767,,,youcantgetyeflask/0.00021159542953872197,bottomlessfueltanks/0.00012715635993726954,
cluelessdeputy/0.0007343106658624217,smittenteenagegirl/0.000770339446349585,,personalraincloud/0.0005162249501842923,innermonologue/0.0007890814507408599,catscare/0.00043417998430272367,demotedtodragon/0.000720106987323831,iconicsequelcharacter/0.0008243515921059107,winter2011anime/0.0006052111868509907,newoldwest/0.0008171186354118789,carryabigstick/0.0006158789663944303,onedrinkwillkillthebaby/0.0007937080597445704,missconception/0.0006303044517084182,flyingseafoodspecial/0.0006957143993003101,theteam/0.0009245148836736767,,,frigidwaterisharmless/0.00021159542953872197,obstructivezealot/0.00012715635993726954,
standardcopbackstory/0.0007343106658624217,epiphanytherapy/0.000770339446349585,,sawawomaninhalf/0.0005162249501842923,dramaticthunder/0.0007890814507408599,withlyrics/0.00043417998430272367,hornedhumanoid/0.000720106987323831,animalstereotypes/0.0008243515921059107,genreadultery/0.0006052111868509907,princecharmless/0.0008171186354118789,geneticmemory/0.0006158789663944303,mybiologicalclockisticking/0.0007816821800514708,littlepeoplearesurreal/0.0006303044517084182,prehensiletail/0.0006957143993003101,twofaced/0.0009245148836736767,,,ruleofromantic/0.00021159542953872197,fadeout/0.00012715635993726954,
forensicdrama/0.0007343106658624217,orphanedwebcomic/0.000770339446349585,,coconutmeetscranium/0.0005162249501842923,youarefat/0.0007817751410117777,engineeredheroics/0.00043417998430272367,madeofindestructium/0.000720106987323831,iwantsong/0.0008243515921059107,dinnerbathorsexoffer/0.0006052111868509907,fakekillscare/0.0008171186354118789,protagonistpowerupprivileges/0.0006158789663944303,pedophilepriest/0.0007816821800514708,mightywhiteyandmellowyellow/0.0006303044517084182,descriptiveville/0.0006957143993003101,timebomb/0.0009143553794574825,,,bettingminigame/0.00021159542953872197,strayanimalstory/0.00012715635993726954,
sexmontage/0.0007343106658624217,doublestandardrapefemaleonfemale/0.000770339446349585,,wherenoparodyhasgonebefore/0.0005059004511806064,iconicoutfit/0.0007817751410117777,takethatkiss/0.00043417998430272367,scienceisbad/0.000720106987323831,funsize/0.0008243515921059107,backgroundmagicfield/0.0006052111868509907,culturedwarrior/0.0008171186354118789,battleboomerang/0.0006158789663944303,secretotherfamily/0.0007816821800514708,everythingisaninstrument/0.0006303044517084182,clocktower/0.0006957143993003101,justakid/0.0009143553794574825,,,actualplay/0.00021159542953872197,targetaudience/0.00012715635993726954,
copandscientist/0.0007343106658624217,foeyayshipping/0.000770339446349585,,suddenanatomy/0.0005059004511806064,instantlyprovenwrong/0.0007817751410117777,slidingscaleofantivillains/0.00043417998430272367,cuteghostgirl/0.000720106987323831,funnyafro/0.0008243515921059107,hairintakes/0.0006052111868509907,tisonlyabulletinthebrain/0.0008171186354118789,improbablepilotingskills/0.0006158789663944303,sexysurfacingshot/0.0007696563003583712,inventedindividual/0.0006303044517084182,ourgnomesareweirder/0.0006957143993003101,thekirk/0.0009143553794574825,,,poeticjustice/0.00021159542953872197,bodylanguage/0.00012715635993726954,
troubledteen/0.0007343106658624217,pressurepoint/0.000757914616569753,,wonttakeyesforananswer/0.0005059004511806064,meaninglessvillainvictory/0.0007817751410117777,williamtelling/0.0004286135742475605,sizeshifter/0.000720106987323831,exoticeyedesigns/0.0008120478369998523,sidestorybonusart/0.0006052111868509907,ecoterrorist/0.0008171186354118789,everythingsbetterwithsamurai/0.0006158789663944303,departmentofchilddisservices/0.0007696563003583712,harpodoessomethingfunny/0.0006303044517084182,celestialalignment/0.0006957143993003101,chasescene/0.0009041958752412882,,,deadendroom/0.00021159542953872197,delayingtherescue/0.00012715635993726954,
taxidermyiscreepy/0.0007343106658624217,prettyfreeloaders/0.000757914616569753,,themovingexperience/0.0005059004511806064,apologisesalot/0.0007817751410117777,droppedafterthepilot/0.0004286135742475605,enigmaticminion/0.000720106987323831,youdirtyrat/0.0008120478369998523,robotathlete/0.0006052111868509907,commontongue/0.0008171186354118789,notgrowingupsucks/0.0006158789663944303,fightclubbing/0.0007696563003583712,prankdate/0.0006303044517084182,adaptationalkarma/0.0006957143993003101,trojanhorse/0.000894036371025094,,,banonpolitics/0.00021159542953872197,handsomeheroiccaveman/0.00012715635993726954,
starttocorpse/0.0007080852849387638,handshakerefusal/0.000757914616569753,,acmeproducts/0.0005059004511806064,whowearsshortshorts/0.0007817751410117777,theylookjustlikeeveryoneelse/0.0004286135742475605,themindisaplaythingofthebody/0.000720106987323831,incendiaryexponent/0.0008120478369998523,forgivingtheaccidentalpervert/0.0006052111868509907,erminecapeeffect/0.0008171186354118789,mysticalpregnancy/0.0006158789663944303,televisiongeography/0.0007696563003583712,confusingmultiplenegatives/0.0006156462086454317,crossoverfinale/0.0006957143993003101,baitthedog/0.000894036371025094,,,sidetrackedbythegoldsaucer/0.00021159542953872197,stockanimalbehavior/8.477090662484635e-05,
littleoldladyinvestigates/0.0007080852849387638,thebartender/0.000757914616569753,,itsacostumepartyiswear/0.0005059004511806064,thebet/0.0007817751410117777,ahandfulforaneye/0.0004286135742475605,gaiasvengeance/0.0007086767176837701,gagsub/0.0008120478369998523,counterattack/0.0006052111868509907,alwaysonduty/0.0007915836780552577,timetraveltensetrouble/0.0006158789663944303,inadequateinheritor/0.0007696563003583712,historywithcelebrity/0.0006156462086454317,civviespandex/0.0006957143993003101,magicalsecuritycam/0.000894036371025094,,,permanentlymissablecontent/0.00021159542953872197,spiderswarm/8.477090662484635e-05,
statuteoflimitations/0.0007080852849387638,madlove/0.000757914616569753,,overlyprepreparedgag/0.0005059004511806064,friendlyrivalry/0.0007817751410117777,colormotif/0.0004286135742475605,nonmaliciousmonster/0.0007086767176837701,sidekick/0.0008120478369998523,cramschool/0.0006052111868509907,etherealwhitedress/0.0007915836780552577,wrongcontextmagic/0.0006024902932119427,wordofsaintpaul/0.0007696563003583712,insaneproprietor/0.0006156462086454317,benevolentgenie/0.0006957143993003101,malevolentmaskedmen/0.000894036371025094,,,theinvisibleband/0.00021159542953872197,landofthelost/8.477090662484635e-05,
tragicstillbirth/0.0007080852849387638,sweetonpollyoliver/0.000757914616569753,,ladiesandgerms/0.0005059004511806064,lanternjawofjustice/0.0007744688312826957,realmencook/0.0004286135742475605,makewayforthenewvillains/0.0007086767176837701,tyoponthecover/0.0008120478369998523,winter2016anime/0.0006052111868509907,royalblood/0.0007915836780552577,villainteleportation/0.0006024902932119427,sexypriest/0.0007696563003583712,starvingartist/0.0006156462086454317,mutantmedia/0.0006957143993003101,dutchangle/0.000894036371025094,,,guiltbasedgaming/0.00021159542953872197,secondarysexualcharacteristics/8.477090662484635e-05,
hidingbehindreligion/0.0007080852849387638,shelteredaristocrat/0.000757914616569753,,ifittastesbaditmustbegoodforyou/0.0005059004511806064,parodysue/0.0007744688312826957,pregnantbadass/0.0004286135742475605,torsowithaview/0.0007086767176837701,fourthwallmailslot/0.000799744081893794,magicalgirlau/0.0005733579664904121,assassinationattempt/0.0007915836780552577,transhumantreachery/0.0006024902932119427,splitscreen/0.0007576304206652716,badimpressionists/0.0006156462086454317,supercop/0.0006957143993003101,underestimatingbadassery/0.0008838768668088997,,,injurytropes/0.00021159542953872197,treetopworld/8.477090662484635e-05,
copkillermanhunt/0.0007080852849387638,eatinglunchalone/0.000757914616569753,,crackdefeat/0.0005059004511806064,mrviceguy/0.0007744688312826957,backalleydoctor/0.0004286135742475605,heroesrus/0.0007086767176837701,girlyrun/0.000799744081893794,cutesportsclubmanager/0.0005733579664904121,preclimaxclimax/0.0007915836780552577,brokenfaceplate/0.0006024902932119427,everybodyissingle/0.0007576304206652716,twentyfourhourpartypeople/0.0006156462086454317,secretidentityvocalshift/0.0006957143993003101,diabolicalmastermind/0.0008838768668088997,,,followyourheart/0.00021159542953872197,albumtitledrop/8.477090662484635e-05,
preserveyourgays/0.0007080852849387638,starderailingrole/0.000757914616569753,,releasedatechange/0.0005059004511806064,magiccountdown/0.0007671625215536137,culturedbadass/0.0004230471641923974,worldofactiongirls/0.0007086767176837701,mundanefantastic/0.0007874403267877356,bishoujoseries/0.0005733579664904121,theplotreaper/0.0007915836780552577,lethalharmlesspowers/0.0006024902932119427,troubledbackstoryflashback/0.0007576304206652716,hollywoodtourettes/0.0006156462086454317,animalmotifteam/0.0006957143993003101,rageagainsttheheavens/0.0008838768668088997,,,archetypalcharacter/0.00021159542953872197,fatalforcedmarch/8.477090662484635e-05,
paterfamilicide/0.0007080852849387638,howdareyoudieonme/0.000757914616569753,,rumproast/0.0005059004511806064,nicecharactermeanactor/0.0007671625215536137,apatheticcitizens/0.0004230471641923974,superhearing/0.0007086767176837701,shiftedtocgi/0.0007874403267877356,feathermotif/0.0005733579664904121,shotgunsarejustbetter/0.0007915836780552577,standardevilorganizationsquad/0.0006024902932119427,stdimmunity/0.0007576304206652716,bathroomstallgraffiti/0.0006156462086454317,tooimportanttowalk/0.0006957143993003101,allbikersarehellsangels/0.0008838768668088997,,,nonlethalbottomlesspits/0.00021159542953872197,thelostworld/8.477090662484635e-05,
huntingaccident/0.0007080852849387638,healthcaremotivation/0.000745489786789921,,advancedtech2000/0.0005059004511806064,dawsoncasting/0.0007671625215536137,thecon/0.0004230471641923974,thematicroguesgallery/0.0007086767176837701,killerapp/0.0007874403267877356,hitodamalight/0.0005733579664904121,coupdegrace/0.0007915836780552577,mookmaker/0.0006024902932119427,abusemistake/0.0007576304206652716,bridezilla/0.0006156462086454317,asteroidsmonster/0.0006957143993003101,badassteacher/0.0008838768668088997,,,celebritysong/0.00021159542953872197,specialthanks/8.477090662484635e-05,
workssetinworldwari/0.0007080852849387638,undressingtheunconscious/0.000745489786789921,,thirtyminutesoritsfree/0.0004955759521769206,bigguylittleguy/0.0007671625215536137,nevergottosaygoodbye/0.0004230471641923974,eviltowerofominousness/0.0007086767176837701,impactsilhouette/0.0007874403267877356,printlongrunners/0.0005733579664904121,thefagin/0.0007915836780552577,crystalprison/0.0006024902932119427,bluntmetaphorstrauma/0.0007576304206652716,foreignlanguagetirade/0.0006156462086454317,miraclegromonster/0.0006957143993003101,chekhovmia/0.0008635578583765112,,,videogamestealing/0.00021159542953872197,unfortunateingredients/8.477090662484635e-05,
goingbythematchbook/0.0007080852849387638,faceofanangelmindofademon/0.000745489786789921,,stpatricksdayepisode/0.0004955759521769206,allthereinthescript/0.0007671625215536137,gutpunch/0.0004230471641923974,sensibleheroesskimpyvillains/0.0007086767176837701,faceofathug/0.0007874403267877356,fightingspirit/0.0005733579664904121,vestigialempire/0.0007915836780552577,powerparasite/0.0006024902932119427,disappointedinyou/0.0007456045409721721,hypochondria/0.0006156462086454317,coolkey/0.000675836845034587,therecanbeonlyone/0.0008635578583765112,,,embeddedprecursor/0.00021159542953872197,blues/8.477090662484635e-05,
doomedmoralvictor/0.0007080852849387638,naughtynurseoutfit/0.000745489786789921,,breakingnewsinterruption/0.0004955759521769206,richindollarspoorinsense/0.0007671625215536137,shutupkirk/0.0004230471641923974,humansareflawed/0.0007086767176837701,isitsomethingyoueat/0.0007874403267877356,thunderingherd/0.0005733579664904121,lineinthesand/0.0007915836780552577,batpeople/0.0006024902932119427,openheartdentistry/0.0007456045409721721,antirolemodel/0.0006156462086454317,mostcommonsuperpower/0.000675836845034587,heroworshipper/0.000853398354160317,,,sloganyellingmegaphoneguy/0.00021159542953872197,rainbow/8.477090662484635e-05,
