Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12
bikerbabe/0.0005785548984314734,vampirehunter/0.0007918352982579623,laymansterms/0.0007871840905952217,orphanedreference/0.0003418938288163899,butiplayoneontv/0.0007733287506444406,singletear/0.0008202896124550096,interrupteddeclarationoflove/0.0007310386841303686,centrifugalfarce/0.0007558242930819847,explainingyourpowertotheenemy/0.0006950950466922542,shutuphannibal/0.000939880084265111,loveletterlunacy/0.0008823817771822608,allpsychologyisfreudian/0.0006790156988429573
katanasarejustbetter/0.0005785548984314734,nerdcore/0.0007918352982579623,batterup/0.0007871840905952217,snakeoilsalesman/0.0003418938288163899,morningsickness/0.0007733287506444406,fanficsofthe2020s/0.0008202896124550096,instantaijustaddwater/0.0007005787389582699,anticipatorybreathspray/0.0007558242930819847,killeryoyo/0.0006950950466922542,bettyandveronica/0.000939880084265111,draggedintodrag/0.0008823817771822608,phoneycall/0.0006790156988429573
diagonalcut/0.0005785548984314734,colorcodedwizardry/0.0007918352982579623,youhavetobelieveme/0.0007871840905952217,halloweencosplay/0.0003418938288163899,tortureisineffective/0.0007733287506444406,thesongremainsthesame/0.0008202896124550096,universebible/0.0007005787389582699,laughingatyourownjokes/0.0007558242930819847,colorcharacter/0.0006950950466922542,lastnamebasis/0.000939880084265111,bookworm/0.0008823817771822608,entertainmentabovetheirage/0.0006790156988429573
bladebelowtheshoulder/0.0005785548984314734,tanktreadmecha/0.0007918352982579623,hastwomommies/0.0007871840905952217,nobudget/0.0003418938288163899,baitandswitchtyrant/0.0007733287506444406,roguesgallery/0.0008035490081191931,emergingfromtheshadows/0.0007005787389582699,odetofood/0.0007558242930819847,tripleshifter/0.0006950950466922542,imahumanitarian/0.000939880084265111,bokukko/0.0008823817771822608,tasteslikepurple/0.0006790156988429573
stoicspectacles/0.0005785548984314734,legacyteam/0.0007918352982579623,forgottenfirstmeeting/0.0007871840905952217,memeacknowledgment/0.0003418938288163899,copkiller/0.0007733287506444406,morphicresonance/0.0008035490081191931,spaceclothes/0.0007005787389582699,onice/0.0007558242930819847,ninjalog/0.0006950950466922542,sceneryporn/0.000939880084265111,goofysuit/0.0008823817771822608,minorflawmajorbreakup/0.0006790156988429573
battleintherain/0.0005785548984314734,cultofpersonality/0.0007918352982579623,yourenotmyfather/0.0007871840905952217,jackofalltrades/0.0003418938288163899,miscarriageofjustice/0.0007733287506444406,evilhasabadsenseofhumor/0.0008035490081191931,alternateuniversereedrichardsisawesome/0.0007005787389582699,toothstrip/0.0007558242930819847,bladebrake/0.0006950950466922542,impaledwithextremeprejudice/0.0009236752552260574,bandagebabe/0.0008823817771822608,crosswordpuzzle/0.0006790156988429573
gildedcage/0.0005785548984314734,doubleconsciousness/0.0007918352982579623,transplant/0.0007871840905952217,dreamintro/0.0003418938288163899,talkingyourwayout/0.0007733287506444406,excitedshowtitle/0.0008035490081191931,humansthroughalieneyes/0.0007005787389582699,leadin/0.0007558242930819847,putthemalloutofmymisery/0.0006950950466922542,nonamegiven/0.0009236752552260574,schoolfestival/0.0008823817771822608,musthavenicotine/0.0006790156988429573
crueltobekind/0.0005785548984314734,schematizedprop/0.0007918352982579623,moralguardians/0.0007871840905952217,nobodycallsmechicken/0.0003418938288163899,playingdrunk/0.0007733287506444406,gainaxing/0.0008035490081191931,epictrackingshot/0.0007005787389582699,sadisticgameshow/0.0007558242930819847,fightingashadow/0.0006648735229230258,properlyparanoid/0.0009236752552260574,loserprotagonist/0.0008823817771822608,lysistratagambit/0.0006790156988429573
seanconneryisabouttoshootyou/0.0005785548984314734,robeast/0.0007918352982579623,nothelpingyourcase/0.0007871840905952217,antiquatedlinguistics/0.0003418938288163899,ciaevilfbigood/0.0007733287506444406,flawexploitation/0.0008035490081191931,whenthingsspinsciencehappens/0.0007005787389582699,unfinishedepisode/0.0007558242930819847,lastvillainstand/0.0006648735229230258,unusuallyuninterestingsight/0.0009236752552260574,rummagesalereject/0.0008823817771822608,spoonerism/0.0006790156988429573
plottailoredtotheparty/0.0005785548984314734,bodysnatcher/0.0007918352982579623,emotionlessgirl/0.0007871840905952217,greekchorus/0.0003418938288163899,corrupthick/0.0007446869450650168,rule63/0.0008035490081191931,usedfuture/0.0007005787389582699,uninvitedtotheparty/0.0007558242930819847,yellowlightningbluelightning/0.0006648735229230258,heelrealization/0.0009236752552260574,onegenderschool/0.0008823817771822608,lyingfingercross/0.0006790156988429573
lostintranslation/0.0005785548984314734,sketchysuccessor/0.0007918352982579623,themaincharactersdoeverything/0.0007871840905952217,oldtimeybathingsuit/0.0003418938288163899,metacasting/0.0007446869450650168,dramaticunmask/0.0008035490081191931,insaneadmiral/0.0007005787389582699,aboyagirlandababyfamily/0.0007558242930819847,heroismwontpaythebills/0.0006648735229230258,sadisticchoice/0.0009236752552260574,sacredfirstkiss/0.0008823817771822608,midseasonreplacement/0.0006790156988429573
hunk/0.0005785548984314734,longrangefighter/0.0007918352982579623,sophisticatedashell/0.0007733738433917967,ohwait/0.0003418938288163899,holdingthefloor/0.0007446869450650168,onlyinitforthemoney/0.0008035490081191931,extrastrengthmasquerade/0.0007005787389582699,stockaudioclip/0.0007558242930819847,leotardofpower/0.0006648735229230258,thedogbitesback/0.0009236752552260574,highschoolsweethearts/0.0008497009706199549,gotoalias/0.0006790156988429573
oldmaster/0.000565698122910774,fullyembracedfiend/0.0007918352982579623,everyepisodeending/0.0007733738433917967,scriptfic/0.0003418938288163899,multitaskedconversation/0.0007446869450650168,alternatetimeline/0.0008035490081191931,fictionalsport/0.0007005787389582699,newhartphonecall/0.0007558242930819847,extraoredinary/0.0006648735229230258,unreliablenarrator/0.0009236752552260574,yourdoorwasopen/0.0008497009706199549,rupturedappendix/0.0006790156988429573
uniquenessdecay/0.000565698122910774,poltergeist/0.0007918352982579623,youhave48hours/0.0007733738433917967,artisticlicenseanimalcare/0.0003418938288163899,hiredtohuntyourself/0.0007446869450650168,voiceddifferentlyinthedub/0.0008035490081191931,nomacguffinnowinner/0.0007005787389582699,pickedlast/0.0007558242930819847,villainsloveentertainment/0.0006648735229230258,stuffblowingup/0.0009074704261870037,reiayanamiexpy/0.0008497009706199549,evennerdshavestandards/0.0006790156988429573
mentoroccupationalhazard/0.000565698122910774,promotedtoplayable/0.0007918352982579623,childrenareinnocent/0.0007733738433917967,gesundheit/0.0003418938288163899,officialcoupleordealsyndrome/0.0007446869450650168,tickletorture/0.0008035490081191931,unwillingrobotization/0.0007005787389582699,phonymon/0.0007558242930819847,trainstopping/0.0006648735229230258,getaholdofyourselfman/0.0009074704261870037,joshikousei/0.0008497009706199549,stocksitcomgrandfinale/0.0006790156988429573
thedulcineaeffect/0.000565698122910774,thewrongfulheirtothethrone/0.0007918352982579623,twitchyeye/0.0007733738433917967,pinocchionose/0.0003418938288163899,limitedadvancementopportunities/0.0007446869450650168,derangedanimation/0.0008035490081191931,insideacomputersystem/0.0007005787389582699,suddenintelligence/0.0007558242930819847,mon/0.0006648735229230258,deconstructedtrope/0.0009074704261870037,umbrellaoftogetherness/0.0008497009706199549,hollywoodrestrainingorder/0.0006790156988429573
throwingoffthedisability/0.000565698122910774,inevitablemutualbetrayal/0.0007918352982579623,pornstash/0.0007733738433917967,newcontentcountdownclock/0.0003418938288163899,lastminutebabynaming/0.0007446869450650168,howdidyouknowididnt/0.0008035490081191931,holographicterminal/0.0007005787389582699,sodacanshakeup/0.0007558242930819847,clocktower/0.0006648735229230258,killemall/0.0009074704261870037,eyelidpulltaunt/0.0008497009706199549,icanseemyhousefromhere/0.0006790156988429573
rapeasbackstory/0.000565698122910774,targetedhumansacrifice/0.0007918352982579623,stockholmsyndrome/0.0007733738433917967,eviltastesgood/0.0003418938288163899,bluffingthemurderer/0.0007446869450650168,andyourlittledogtoo/0.0008035490081191931,bytheeyesoftheblind/0.0007005787389582699,insaneproprietor/0.0007558242930819847,burningwithanger/0.0006648735229230258,chickmagnet/0.0009074704261870037,oneesama/0.0008497009706199549,someofmybestfriendsarex/0.0006790156988429573
hesback/0.000565698122910774,chickenwalker/0.0007918352982579623,survivalmantra/0.0007733738433917967,flayingalive/0.0003418938288163899,absencemakestheheartgoyonder/0.0007446869450650168,losingashoeinthestruggle/0.0007868084037833766,cantlivewithoutyou/0.0007005787389582699,thetonsillitisepisode/0.0007558242930819847,supernaturalmartialarts/0.0006648735229230258,themanbehindtheman/0.0009074704261870037,portmanteauseriesnickname/0.0008497009706199549,roguejuror/0.0006790156988429573
cycleofrevenge/0.000565698122910774,supermoveportraitattack/0.0007918352982579623,gratuitousfrench/0.0007733738433917967,twentypercentmoreawesome/0.0003418938288163899,alwaysmurder/0.0007446869450650168,thespeechless/0.0007868084037833766,coolbutinefficient/0.0007005787389582699,pushoverparents/0.0007558242930819847,enlightenmentsuperpowers/0.0006648735229230258,manlytears/0.0009074704261870037,compulsoryschoolage/0.0008497009706199549,poweroutageplot/0.0006790156988429573
tothepain/0.000565698122910774,tripodterror/0.0007918352982579623,impairmentshot/0.0007733738433917967,stabthesalad/0.0003418938288163899,notstayingforbreakfast/0.0007446869450650168,fluffytheterrible/0.0007868084037833766,strangesalute/0.0007005787389582699,instanttasteaddiction/0.0007558242930819847,superiorsuccessor/0.0006648735229230258,noindoorvoice/0.0009074704261870037,genericcuteness/0.0008497009706199549,paranormalepisode/0.0006790156988429573
toogoodforthissinfulearth/0.000565698122910774,hemoerotic/0.0007918352982579623,padding/0.0007733738433917967,thevoice/0.0003418938288163899,darkfic/0.0007446869450650168,chromaticarrangement/0.0007868084037833766,emp/0.0007005787389582699,thedreadedpretendteaparty/0.0007558242930819847,emeraldpower/0.0006648735229230258,alliterativename/0.0009074704261870037,summonmagic/0.0008497009706199549,prankdate/0.0006518550708892389
manbitesman/0.000565698122910774,neurodiversityissupernatural/0.0007918352982579623,rantinducingslight/0.0007733738433917967,talklikeapirate/0.0003418938288163899,paedohunt/0.0007446869450650168,shortermeanssmarter/0.0007868084037833766,engagingchevrons/0.0007005787389582699,fakeinteractivity/0.0007558242930819847,notjustatournament/0.0006648735229230258,friendlyenemy/0.00089126559714795,firstlove/0.0008497009706199549,racialfaceblindness/0.0006518550708892389
howthemightyhavefallen/0.000565698122910774,kissofthevampire/0.0007918352982579623,incestyayshipping/0.0007733738433917967,eyeawaken/0.0003418938288163899,temporarysubstitute/0.0007446869450650168,dramaticwind/0.0007868084037833766,artificialintelligence/0.0007005787389582699,eventheratswonttouchit/0.0007558242930819847,schrodingerscanon/0.0006648735229230258,alaspoorvillain/0.00089126559714795,creditsrunningsequence/0.0008497009706199549,actuallynotavampire/0.0006518550708892389
arrogantkungfuguy/0.000565698122910774,atasteofpower/0.0007918352982579623,mommasboy/0.0007733738433917967,drunkenmaster/0.0003418938288163899,facialdialogue/0.0007446869450650168,imposterforgotonedetail/0.0007868084037833766,wthcostumingdepartment/0.0007005787389582699,funwithflushing/0.0007558242930819847,intheendyouareonyourown/0.0006648735229230258,cardcarryingvillain/0.00089126559714795,devotedtoyou/0.0008497009706199549,seriesofthe1980s/0.0006518550708892389
opensecret/0.000565698122910774,marryforlove/0.0007918352982579623,beneaththemask/0.0007733738433917967,hallofmirrors/0.00032874406616960567,theinfiltration/0.0007446869450650168,expressivemask/0.0007868084037833766,commandroster/0.0007005787389582699,godsavethequeen/0.0007558242930819847,themanbehindthecurtain/0.0006648735229230258,oddfriendship/0.00089126559714795,naughtynurseoutfit/0.0008497009706199549,accidentalkidnapping/0.0006518550708892389
thisissomethinghesgottodohimself/0.000565698122910774,skeletongovernment/0.0007918352982579623,massivenumberedsiblings/0.0007733738433917967,networktotherescue/0.00032874406616960567,highturnoverrate/0.0007446869450650168,superdickery/0.0007700677994475601,roboship/0.0007005787389582699,youdirtyrat/0.0007558242930819847,brawlerlock/0.0006648735229230258,blessedwithsuck/0.00089126559714795,qipao/0.0008497009706199549,bachelorauction/0.0006518550708892389
ladyofwar/0.000565698122910774,bigbrotherisemployingyou/0.0007918352982579623,fandomnod/0.0007733738433917967,milkingthegiantcow/0.00032874406616960567,stuffedintothefridge/0.0007446869450650168,hairstyleinertia/0.0007700677994475601,sandimastime/0.0007005787389582699,falseteethtomfoolery/0.0007113640405477503,deathbysecretidentity/0.0006648735229230258,bottleepisode/0.00089126559714795,thefashionista/0.0008497009706199549,thisexplainssomuch/0.0006518550708892389
mistreatmentinducedbetrayal/0.000565698122910774,governmentinexile/0.0007918352982579623,theyfightcrime/0.0007595635961883718,vignetteepisode/0.00032874406616960567,guyonguyishot/0.0007446869450650168,creepycrossdresser/0.0007700677994475601,spacestation/0.0007005787389582699,adayinherapron/0.0007113640405477503,justtoyingwiththem/0.0006648735229230258,awesomemccoolname/0.00089126559714795,uke/0.0008497009706199549,britishteeth/0.0006518550708892389
theylookjustlikeeveryoneelse/0.000565698122910774,salemiswitchcountry/0.0007918352982579623,thegadfly/0.0007595635961883718,ninjaprop/0.00032874406616960567,spoiledbythecastlist/0.0007446869450650168,grapplinghookpistol/0.0007700677994475601,interdimensionaltraveldevice/0.0007005787389582699,feghoot/0.0007113640405477503,standardevilorganizationsquad/0.0006648735229230258,adultsareuseless/0.0008750607681088965,elegantgothiclolita/0.0008497009706199549,staginganintervention/0.0006518550708892389
iamamonster/0.000565698122910774,benevolentmageruler/0.0007918352982579623,obliviousguiltslinging/0.0007595635961883718,parentheticalswearing/0.00032874406616960567,wagthedirector/0.0007446869450650168,squashedflat/0.0007700677994475601,wheresthekaboom/0.0007005787389582699,opinionchangingdream/0.0007113640405477503,thecommissionergordon/0.0006648735229230258,agodami/0.0008750607681088965,hugeschoolgirl/0.0008497009706199549,youmakemesic/0.0006518550708892389
onetruelove/0.000565698122910774,decapitationstrike/0.0007918352982579623,itsawonderfulplot/0.0007595635961883718,notwheretheythought/0.00032874406616960567,ethicalslut/0.0007446869450650168,onlysixfaces/0.0007700677994475601,yourmagicsnogoodhere/0.0006701187937861712,puttingthepeeinpool/0.0007113640405477503,limitbreak/0.0006648735229230258,breakthehaughty/0.0008750607681088965,elaborateuniversityhigh/0.0008497009706199549,yourejustjealous/0.0006518550708892389
standardfemalegrabarea/0.000565698122910774,royalmess/0.0007918352982579623,makesjustasmuchsenseincontext/0.0007595635961883718,ageinappropriatedress/0.00032874406616960567,therapyisfortheweak/0.0007446869450650168,thenameisbondjamesbond/0.0007700677994475601,blackbox/0.0006701187937861712,rainraingoaway/0.0007113640405477503,mergedreality/0.0006648735229230258,onlyknownbytheirnickname/0.0008750607681088965,chastitycouple/0.000817020164057649,forinconveniencepressone/0.0006518550708892389
madscientistsbeautifuldaughter/0.000565698122910774,quieterthansilence/0.0007918352982579623,publicdomainsoundtrack/0.0007595635961883718,theyjustdontgetit/0.00032874406616960567,convenientreplacementcharacter/0.0007446869450650168,ourwerewolvesaredifferent/0.0007700677994475601,realworldepisode/0.0006701187937861712,tropeycomehome/0.0007113640405477503,behemothbattle/0.0006648735229230258,karmicdeath/0.0008750607681088965,accidentalproposal/0.000817020164057649,checkplease/0.0006518550708892389
